learner_id,signup_date,age,city_tier,education,hours_per_week_pledged,weekly_logins_avg,assignments_submitted,forum_posts,video_watch_pct,has_mentor,device,referral_source,payment_plan,days_since_last_login,certificate_issued,final_score,notes,completed_course
L-01582,2026-02-27,18,2,Bachelors,8.2,2.71,1,2,67.9,yes,mobile,friend,paid,10,N,,,0
L-01975,18-01-2026,22,1,,8.8,3.75,2,2,61.1,Yes,laptop,ngo_outreach,scholarship,52,No,,,0
L-01600,2026-03-07,15,,High School,6.0,2.78,3,3,33.4,yes,mobile,school_partner,free,28,FALSE,,follow up next intake,0
L-02199,24-02-2026,,1,High School,2.8,4.2,2,1,67.4,TRUE,MOBILE,school_partner,free,27,Y,81.5,,1
L-02158,27/02/2026,18,T1,Bachelors,5.6,4.78,3,5,82.4,N,laptop,friend,free,29,no,,-,0
L-00089,2026-02-15,18,2,High School,9.5,2.09,0,3,60.7,FALSE,mobile,friend,scholarship,30,N,42.2,follow up next intake,0
L-02716,2026-02-05,15,2,,3.4,1.28,3,5,35.1,0,MOBILE,other,free,41,N,,asked about certificate,0
L-01896,2026-06-15,27,T3,Diploma,5.1,,5,5,60.6,Yes,laptop,school_partner,scholarship,25,TRUE,84.0,-,1
L-00023,2026-03-14,24,,Masters,4.9,0.41,0,5,38.7,N,laptop,instagram,free,22,FALSE,,,0
L-02456,16-02-2026,26,1,Bachelors,7.7,5.59,8,1,24.1,no,desktop,youtube,free,14,Y,72.8,,1
L-02548,2026-04-08,19,3,High School,2.5,1.15,4,4,64.8,N,mobile,friend,paid,36,yes,79.7,called on phone,1
L-02402,2026-01-20,19,3,bachelors,8.1,2.61,3,4,42.5,TRUE,desktop,ngo_outreach,scholarship,19,0,,,0
L-00770,24-06-2026,23,1,Bachelors,11.6,6.41,5,5,75.3,TRUE,mobile,school_partner,scholarship,1,TRUE,80.3,,1
L-00112,2026-04-13,24,3,Diploma,9.6,4.97,3,7,100.0,TRUE,mobile,other,paid,21,Y,69.8,duplicate?  check,1
L-01499,14/05/2026,23,3,Other,7.2,2.0,0,2,35.9,no,tablet,youtube,free,16,Yes,65.1,,1
L-02078,07/01/2026,24,2,Masters,3.1,0.26,0,2,,N,tablet,ngo_outreach,free,44,No,,,0
L-01418,2026-05-12,28,2,Diploma,15.3,2.15,4,1,43.4,0,desktop,other,scholarship,1,N,60.2,,1
L-02236,2026-02-10,19,2,Other,7.5,5.17,6,5,45.0,yes,tablet,friend,scholarship,5,1,92.3,called on phone,1
L-00990,2026-04-26,22,1,Bachelors,6.9,0.0,4,4,10.6,yes,Laptop,instagram,free,27,no,,,0
L-02657,2026-06-23,23,2,High School,5.9,3.89,4,8,36.4,Yes,mobile,school_partner,scholarship,32,N,,n/a,0
L-00779,26-05-2026,26,1,Bachelors,8.6,1.99,0,3,42.7,0,desktop,school_partner,scholarship,18,0,,follow up next intake,0
L-02624,2026-01-04,22,3,Masters,5.4,,3,3,49.8,0,laptop,school_partner,scholarship,24,no,,,0
L-02325,28-01-2026,18,1,Diploma,3.8,2.13,5,2,41.0,FALSE,laptop,youtube,paid,3,N,,,0
L-02007,2026-04-24,15,tier-1,High School,5.7,5.31,3,1,50.3,Y,tablet,ngo_outreach,free,8,0,,-,0
L-01752,24/01/2026,20,3,Diploma,,4.34,0,5,46.3,Yes,mobile,instagram,scholarship,44,N,,follow up next intake,0
L-00059,16/03/2026,32,1,Bachelors,9.6,3.63,5,4,63.4,0,tablet,youtube,paid,10,0,82.3,n/a,1
L-01892,2026-06-19,28,2,M.Sc,9.0,3.44,7,6,40.3,Yes,laptop,school_partner,scholarship,5,Y,100,,1
L-01211,13-02-2026,22,1,High School,7.8,3.67,8,0,35.5,N,mobile,instagram,free,9,yes,79.9,asked about certificate,1
L-01129,2026-06-16,27,3,High School,10.3,2.83,2,3,35.1,No,mobile,school_partner,free,38,no,,-,0
L-00440,16/03/2026,24,tier-1,Diploma,3.7,1.21,1,0,38.6,N,mobile,instagram,scholarship,24,FALSE,,duplicate?  check,0
L-02230,09-04-2026,20,2,High School,6.4,3.18,3,2,7.5,TRUE,laptop,school_partner,free,20,N,,duplicate?  check,0
L-01713,2026-05-23,15,2,High School,6.6,3.76,4,2,16.8,no,laptop,ngo_outreach,scholarship,2,No,,,0
L-01946,26-05-2026,23,2,Bachelors,2.1,1.92,1,4,34.8,0,laptop,ngo_outreach,scholarship,20,N,,requested extension,0
L-00359,2026-05-15,,2,Bachelor's,3.2,0.94,0,2,46.0,0,desktop,ngo_outreach,paid,2,FALSE,,,0
L-01734,2026-04-13,22,1,Diploma,7.4,1.55,4,4,33.9,Yes,mobile,school_partner,scholarship,27,no,,-,0
L-01936,05-02-2026,16,3,High School,11.1,4.26,6,7,39.4,0,laptop,instagram,free,11,yes,88.1,,1
L-02528,10/01/2026,28,1,Diploma,6.5,2.3,9,8,42.5,Y,laptop,instagram,free,1,Yes,82.2,,1
L-02391,18-06-2026,15,3,High School,5.0,0.14,0,0,0.0,0,MOBILE,ngo_outreach,free,23,0,46.1,,0
L-00908,2026-04-23,19,3,High School,4.0,3.89,2,0,80.9,1,notebook,instagram,free,18,No,,,0
L-02118,2026-01-15,22,2,HS,10.7,0.93,3,2,60.6,No,mobile,other,free,24,No,30.6,duplicate?  check,0
L-01860,2026-01-13,18,T2,Diploma,6.3,4.51,4,6,81.4,no,laptop,instagram,paid,4,No,,called on phone,0
L-00433,2026-05-12,24,2,High School,11.9,5.02,10,6,,FALSE,Mobile,youtube,paid,10,TRUE,74.5,,1
L-01368,2026-06-04,24,3,Bachelors,4.7,2.37,1,2,3.6,yes,mobile,youtube,scholarship,37,No,,,0
L-02313,03-04-2026,15,1,High School,10.3,1.46,0,0,46.2,No,laptop,youtube,free,7,0,,requested extension,0
L-02504,2026-01-04,18,tier-2,High School,2.0,0.0,2,2,36.8,No,desktop,friend,scholarship,16,No,,,0
L-00261,2026-06-07,-3,3,High School,1.7,1.3,0,1,20.7,0,notebook,youtube,free,16,0,,duplicate?  check,0
L-02603,2026-04-26,15,T2,Bachelors,10.6,5.3,5,3,24.8,Y,mobile,ngo_outreach,free,20,0,,,0
L-00002,2026-05-20,22,2,Diploma,8.6,3.18,2,3,8.8,FALSE,Mobile,friend,paid,13,0,,,0
L-00875,03/04/2026,16,1,Bachelors,9.6,0.13,0,0,4.2,no,mobile,instagram,free,53,No,28.0,called on phone,0
L-01068,2026-04-20,23,1,Bachelors,6.1,4.76,8,10,59.0,Yes,laptop,instagram,free,27,yes,67.7,follow up next intake,1
L-02628,2026-04-02,15,Tier 1,Bachelors,10.6,5.82,4,7,44.3,no,mobile,instagram,scholarship,24,FALSE,,n/a,0
L-00037,2026-03-01,25,1,High School,8.8,3.09,3,6,31.0,yes,desktop,youtube,free,19,Y,71.2,duplicate?  check,1
L-00884,2026-01-11,17,2,Masters,10.0,6.15,1,5,58.4,Y,mobile,school_partner,paid,11,TRUE,89.0,-,1
L-00357,2026-03-15,17,2,High School,13.7,,6,4,37.4,yes,MOBILE,school_partner,free,9,no,49.7,called on phone,0
L-01444,2026-01-22,18,T3,High School,11.1,2.21,3,3,0.0,Y,mobile,ngo_outreach,free,41,0,,n/a,0
L-02184,2026-03-09,16,1,Other,5.9,4.71,5,4,69.6,Yes,mobile,school_partner,paid,26,yes,79.5,called on phone,1
L-01682,2026-02-09,199,T2,,9.4,0.0,0,2,,Y,mobile,friend,free,21,N,,,0
L-01355,2026-02-06,19,2,Diploma,9.2,5.99,2,7,35.9,Yes,mobile,other,paid,22,N,13.3,-,0
L-00289,07-05-2026,26,2,Masters,5.6,,5,2,46.1,1,Laptop,other,free,8,Y,68.5,n/a,1
L-02745,2026-03-21,20,1,Other,5.0,2.84,3,2,26.0,No,mobile,instagram,free,10,N,,requested extension,0
L-02785,2026-04-21,27,1,Diploma,5.9,3.5,3,0,44.7,Y,tablet,instagram,paid,31,FALSE,38.7,,0
L-01697,2026-04-16,20,3,Bachelors,6.4,1.0,4,1,44.5,No,mobile,youtube,paid,26,N,,,0
L-01938,08/03/2026,24,tier-2,highschool,6.5,4.38,5,7,100.0,Y,notebook,instagram,free,29,1,71.8,,1
L-02527,09-06-2026,,2,Bachelors,11.4,,6,4,79.4,0,mobile,friend,free,44,FALSE,,,0
L-01002,2026-02-12,,1,High School,9.5,1.0,0,2,0.0,FALSE,mobile,friend,free,34,no,,n/a,0
L-02458,2026-04-20,30,Tier 1,High School,2.9,3.59,4,1,47.9,N,tablet,instagram,free,17,yes,82.8,-,1
L-00826,2026-05-10,19,2,High School,15.4,2.3,3,3,5.2,1,MOBILE,school_partner,scholarship,24,0,,-,0
L-01057,2026-06-27,23,2,,7.2,0.94,0,2,18.4,No,Tablet,instagram,scholarship,35,no,,,0
L-00747,2026-06-09,16,1,Bachelors,8.1,1.47,3,3,66.2,Yes,Desktop,ngo_outreach,scholarship,14,0,,,0
L-02643,2026-04-12,16,2,High-School,1.0,2.08,0,2,45.7,N,laptop,instagram,paid,44,FALSE,,follow up next intake,0
L-00744,2026-01-04,15,,High School,5.6,2.37,0,4,0.0,FALSE,laptop,instagram,free,38,No,62,called on phone,0
L-01689,07-06-2026,28,2,High School,2.5,1.71,3,2,62.8,1,mobile,friend,scholarship,56,1,83.7,asked about certificate,1
L-00768,2026-03-10,18,2,Other,5.7,3.66,6,9,68.1,N,laptop,other,scholarship,19,No,,follow up next intake,0
L-02136,2026-02-08,19,1,Bachelors,13.6,3.47,1,6,39.0,1,mobile,instagram,scholarship,9,0,,,0
L-02193,2026-03-06,20,tier-2,highschool,7.9,2.59,4,0,36.3,0,Mobile,youtube,paid,16,1,72.2,,1
L-01216,2026-01-04,,2,High School,2.6,2.91,4,0,62.0,No,desktop,other,paid,24,Y,76.0,called on phone,1
L-01971,2026-06-12,23,3,Bachelors,3.4,4.08,0,2,45.5,0,laptop,school_partner,paid,13,0,,,0
L-02051,25/05/2026,26,3,Bachelors,9.5,2.42,4,3,26.5,no,desktop,instagram,scholarship,11,no,,asked about certificate,0
L-00295,2026-04-08,23,1,High School,2.0,1.56,0,6,,1,mobile,school_partner,paid,29,N,,duplicate?  check,0
L-02000,2026-01-18,24,2,Masters,13.6,4.08,3,5,75.6,no,laptop,instagram,free,14,no,,,0
L-00075,2026-05-14,17,1,Bachelors,4.8,0.11,0,2,55.6,0,laptop,instagram,scholarship,35,FALSE,,,0
L-01046,2026-04-10,23,2,Diploma,9.2,3.81,6,6,35.1,N,Desktop,school_partner,paid,9,FALSE,60.7,requested extension,0
L-02249,15-05-2026,23,2,High School,6.1,4.7,5,4,93.4,No,mobile,friend,paid,11,no,,n/a,0
L-00998,2026-03-12,15,2,Bachelors,11.5,2.47,3,6,63.2,,mobile,friend,scholarship,13,N,,-,0
L-02075,11-02-2026,15,3,Bachelors,6.6,3.19,5,1,67.5,FALSE,laptop,other,scholarship,27,Y,58.8,requested extension,1
L-01782,2026-04-01,15,2,bachelor degree,6.2,3.76,1,2,66.1,N,laptop,ngo_outreach,paid,21,yes,79.4,,1
L-00106,2026-04-12,,3,Masters,1.1,4.07,0,4,46.9,TRUE,mobile,school_partner,free,42,No,,called on phone,0
L-02059,17-02-2026,23,2,High School,3.4,2.1,3,1,29.4,TRUE,PC,ngo_outreach,scholarship,25,FALSE,,,0
L-00017,2026-05-04,29,,,7.7,,7,5,115.3,N,mobile,ngo_outreach,scholarship,16,0,54.7,called on phone,0
L-02049,2026-01-04,23,2,Bachelors,5.6,3.84,7,0,94.6,FALSE,Laptop,other,paid,1,yes,64.1,requested extension,1
L-02684,2026-02-21,23,2,Bachelors,13.7,4.5,3,3,70.3,Yes,mobile,instagram,scholarship,22,Y,71.1,requested extension,1
L-00529,2026-03-06,24,1,Bachelors,8.0,3.01,8,4,29.9,0,laptop,school_partner,paid,19,Y,72.4,-,1
L-00794,2026-01-13,19,3,diploma,8.2,2.23,0,2,0.0,Y,mobile,school_partner,free,41,0,20.4,duplicate?  check,0
L-00714,2026-01-03,25,T2,High School,8.2,3.01,5,3,,Y,Mobile,instagram,free,7,Y,86.1,called on phone,1
L-02470,2026-06-23,22,T3,High School,,3.47,0,4,17.5,FALSE,mobile,youtube,free,32,FALSE,,duplicate?  check,0
L-01890,2026-02-25,26,2,High School,9.0,3.13,7,0,33.8,no,mobile,youtube,free,30,FALSE,,called on phone,0
L-01964,2026-05-14,22,T3,High School,15.2,1.6,5,8,43.4,1,Laptop,school_partner,scholarship,14,Y,78.6,,1
L-00691,2026-05-06,199,2,B.Tech,10.2,4.51,3,4,18.0,No,Desktop,instagram,scholarship,29,1,64.7,,1
L-01967,18/05/2026,25,1,Bachelors,9.2,2.75,5,3,72.5,Yes,mobile,youtube,free,29,TRUE,89.9,,1
L-01462,2026-04-24,,tier-3,bachelor degree,6.5,4.0,6,4,69.6,0,tablet,instagram,free,14,0,,n/a,0
L-00571,2026-05-02,16,1,High School,11.7,0.45,1,4,0.0,no,laptop,ngo_outreach,scholarship,33,no,,,0
L-01686,12-01-2026,22,2,High School,10.9,3.3,3,3,12.5,no,laptop,school_partner,free,24,FALSE,,duplicate?  check,0
L-02069,2026-01-19,17,tier-2,HS,7.5,4.77,3,2,40.1,1,mobile,friend,paid,10,Y,73.3,-,1
L-01113,2026-01-21,24,T2,Bachelors,5.9,4.62,5,3,94.9,0,tablet,school_partner,free,15,No,,duplicate?  check,0
L-01742,2026-04-07,23,2,Diploma,6.4,4.2,4,0,42.1,No,laptop,instagram,scholarship,42,no,,requested extension,0
L-02749,2026-05-08,21,2,Bachelors,9.8,4.98,7,6,77.5,FALSE,mobile,friend,free,11,1,55.6,follow up next intake,1
L-02094,10-01-2026,15,2,Diploma,6.7,0.86,4,1,21.4,No,desktop,school_partner,free,23,FALSE,,n/a,0
L-02567,2026-05-11,26,2,masters,9.5,3.16,5,2,12.5,no,mobile,youtube,scholarship,8,N,,,0
L-01314,2026-01-23,27,2,Bachelors,6.1,2.33,3,1,23.6,N,mobile,instagram,scholarship,17,no,,,0
L-00172,23-04-2026,15,3,high school,7.0,2.52,2,4,1.8,1,mobile,school_partner,scholarship,22,N,,requested extension,0
L-00968,2026-06-26,,2,Diploma,7.7,2.56,6,2,103.7,1,laptop,instagram,scholarship,7,Yes,69.3,,1
L-00656,2026-04-02,,2,High School,7.1,3.21,0,1,28.6,N,MOBILE,youtube,free,27,N,,duplicate?  check,0
L-01007,2026-03-07,20,2,High School,6.2,6.49,6,5,47.6,No,laptop,friend,scholarship,19,TRUE,84.4,,1
L-00706,23-02-2026,20,1,highschool,5.2,2.52,9,3,73.5,Y,mobile,instagram,scholarship,7,Y,74.2,called on phone,1
L-00257,2026-03-11,15,tier-1,Bachelors,11.4,0.5,2,5,26.1,no,PC,ngo_outreach,free,15,0,,asked about certificate,0
L-02104,2026-02-20,17,T1,Bachelors,6.5,2.89,4,1,103.6,TRUE,mobile,instagram,paid,18,TRUE,72.4,,1
L-00296,2026-05-07,20,2,Bachelors,1.0,2.32,3,1,18.4,1,mobile,youtube,free,8,0,,asked about certificate,0
L-02447,2026-06-14,21,2,Bachelors,5.4,2.38,3,6,55.8,Yes,laptop,other,scholarship,26,N,,,0
L-01075,2026-01-09,20,2,Masters,11.3,2.73,5,1,38.6,0,mobile,youtube,scholarship,24,no,,n/a,0
L-01554,2026-06-03,19,3,Bachelors,12.9,6.88,3,0,46.4,Yes,mobile,youtube,scholarship,10,Y,41.7,asked about certificate,0
L-00192,06/06/2026,17,2,Bachelors,,3.56,5,8,62.6,FALSE,laptop,school_partner,free,23,No,,-,0
L-01985,2026-02-26,16,3,bachelors,11.8,5.59,5,6,85.1,No,desktop,instagram,paid,15,yes,81.3,,1
L-01568,2026-02-11,22,2,Masters,3.5,2.79,5,10,41.4,no,Mobile,friend,free,29,0,,,0
L-01917,03/04/2026,17,Tier 3,High-School,12.7,2.2,1,1,14.6,N,desktop,ngo_outreach,paid,9,No,,,0
L-02515,2026-05-13,24,2,High School,7.8,4.13,4,2,21.4,1,mobile,youtube,paid,35,N,,follow up next intake,
L-01169,2026-02-03,19,tier-3,HS,7.0,5.22,7,14,71.6,TRUE,Mobile,youtube,free,14,Yes,71.6,asked about certificate,1
L-02106,2026-06-08,15,1,Diploma,9.8,3.96,5,7,64.1,0,mobile,other,free,23,no,,,0
L-01558,2026-05-11,15,1,Bachelors,4.2,1.67,6,3,39.8,No,mobile,friend,free,0,1,92.0,n/a,1
L-01132,15-02-2026,23,1,Bachelors,7.1,3.07,3,1,71.0,0,Laptop,instagram,scholarship,32,yes,85.0,,1
L-00087,21-03-2026,17,tier-3,DIPLOMA,6.4,2.15,0,2,22.4,TRUE,laptop,other,paid,34,N,48.9,-,0
L-02031,2026-05-10,,2,Diploma,9.5,6.21,4,4,75.0,TRUE,mobile,school_partner,scholarship,4,Yes,77.9,-,1
L-00221,2026-04-16,25,T3,Bachelors,9.2,3.35,0,1,34.6,No,laptop,friend,free,1,No,,,0
L-02752,2026-01-20,16,T1,Bachelors,6.1,,4,3,33.6,yes,laptop,youtube,paid,13,1,76.6,,1
L-01977,05-06-2026,300,2,Diploma,6.0,1.01,0,0,12.3,no,laptop,school_partner,paid,28,FALSE,,requested extension,0
L-01645,2026-06-13,17,3,High School,,1.12,2,3,0.0,1,Laptop,school_partner,scholarship,20,FALSE,38.9,,0
L-02732,2026-03-16,23,1,,4.0,6.7,9,2,89.3,FALSE,mobile,other,free,15,TRUE,71.6,,1
L-00001,22/03/2026,18,3,Bachelors,7.9,1.25,4,1,0.0,N,mobile,instagram,paid,13,no,,-,0
L-01233,2026-04-17,,Tier 2,Diploma,6.7,1.66,4,3,58.1,Yes,desktop,school_partner,free,8,No,,,0
L-00047,2026-04-05,15,1,Bachelors,5.9,5.13,4,4,65.8,Y,tablet,friend,paid,29,1,83.6,,1
L-00716,2026-04-03,17,1,OTHER,5.9,1.16,3,1,49.8,0,mobile,youtube,free,23,FALSE,,,0
L-01272,19/01/2026,24,3,High School,10.8,2.22,1,1,49.9,No,mobile,other,scholarship,33,0,,,0
L-01621,06/01/2026,25,1,Bachelors,2.1,,0,0,32.0,FALSE,mobile,ngo_outreach,free,43,0,32.0,-,0
L-00196,2026-01-24,25,tier-3,Bachelors,6.2,2.71,2,6,81.1,0,mobile,youtube,free,25,no,,duplicate?  check,0
L-00757,12-04-2026,26,2,Masters,6.8,3.55,1,0,0.0,FALSE,Mobile,youtube,paid,31,no,,,0
L-02636,2026-01-13,,2,Diploma,9.3,3.54,9,8,100.0,,laptop,instagram,scholarship,19,yes,84.8,requested extension,1
L-01970,2026-05-28,29,3,Bachelor's,9.9,1.44,4,1,63.5,1,mobile,school_partner,free,3,1,78.4,n/a,1
L-00118,20-05-2026,28,3,High School,14.8,2.5,6,4,30.8,Y,desktop,youtube,free,1,Y,98.7,,1
L-00895,2026-04-14,18,1,Bachelors,13.1,4.16,6,2,42.7,0,mobile,friend,free,23,no,,,0
L-01595,2026-01-23,15,3,Bachelors,16.6,3.6,2,1,23.5,0,phone,ngo_outreach,free,15,Yes,81.5,,1
L-01377,2026-02-22,28,tier-2,Masters,13.5,,5,5,101.9,1,laptop,other,scholarship,26,yes,84.5,asked about certificate,1
L-02560,16-04-2026,24,T2,Other,1.0,4.24,5,1,12.2,Yes,mobile,youtube,scholarship,25,N,,,0
L-00070,2026-03-08,16,Tier 1,Bachelors,4.8,2.85,0,0,23.3,TRUE,mobile,school_partner,scholarship,47,0,,,0
L-01086,2026-06-23,24,2,Bachelors,12.4,5.4,5,2,93.1,0,ipad,instagram,scholarship,4,Y,70.2,asked about certificate,1
L-00249,2026-02-06,17,Tier 2,Diploma,300.9,2.77,4,1,31.8,FALSE,mobile,school_partner,free,5,No,,n/a,0
L-01922,07-03-2026,25,3,High School,10.5,0.98,3,4,25.4,no,laptop,youtube,scholarship,33,no,,-,0
L-00471,2026-03-08,19,1,High School,12.4,3.49,5,2,39.8,yes,laptop,youtube,scholarship,19,no,,,0
L-02480,27/01/2026,20,3,Other,5.2,3.36,4,0,49.8,No,mobile,school_partner,paid,12,TRUE,68.5,,1
L-02700,17-06-2026,17,2,DIPLOMA,7.7,3.13,2,2,32.7,no,desktop,school_partner,free,28,N,26.2,n/a,0
L-00633,2026-06-26,27,3,Other,8.1,4.57,5,2,73.3,N,MOBILE,friend,free,20,TRUE,70.7,asked about certificate,1
L-01664,2026-05-24,21,2,Bachelors,11.9,3.89,9,7,71.5,No,laptop,friend,free,11,Yes,86.7,,1
L-01521,03/04/2026,21,1,high school,10.8,3.78,4,1,71.1,Y,desktop,instagram,scholarship,4,Yes,78.1,n/a,1
L-02473,2026-03-23,28,1,M.Sc,1.8,6.26,7,1,94.9,1,mobile,youtube,scholarship,15,1,71.3,-,1
L-01831,2026-05-18,24,1,Diploma,8.5,3.07,0,1,17.2,N,desktop,instagram,free,12,FALSE,,follow up next intake,0
L-01344,2026-05-28,15,T1,Bachelors,5.0,3.67,0,4,30.0,0,mobile,instagram,free,20,0,,,0
L-02608,15/03/2026,,3,High School,2.8,2.95,0,4,42.3,yes,desktop,friend,free,30,No,,,0
L-02167,11/02/2026,31,1,diploma,8.9,4.34,3,5,62.0,0,mobile,ngo_outreach,scholarship,9,Y,60.6,,1
L-01502,09-02-2026,15,2,Bachelors,5.9,0.0,0,8,39.2,0,laptop,ngo_outreach,scholarship,22,N,,,0
L-00151,2026-01-14,22,1,Bachelors,4.9,3.96,8,4,60.5,yes,Laptop,youtube,scholarship,5,yes,90.8,asked about certificate,1
L-01898,19-03-2026,15,1,Masters,4.9,2.36,3,8,55.8,Y,desktop,other,free,7,TRUE,74.5,called on phone,1
L-00039,2026-06-18,19,1,Diploma,10.6,3.06,4,3,69.9,Y,tablet,school_partner,free,9,Yes,67.9,n/a,1
L-00793,20-03-2026,24,T2,Other,6.8,2.99,5,3,,Y,tablet,school_partner,free,34,No,45.3,,0
L-01792,20/03/2026,25,2,Bachelor's,5.2,4.42,6,4,39.7,0,Laptop,school_partner,free,0,Y,92.3,called on phone,1
L-01823,16-04-2026,18,1,DIPLOMA,5.7,4.59,7,5,51.0,no,desktop,youtube,scholarship,25,TRUE,91.6,,1
L-00777,2026-06-17,17,1,Diploma,7.4,3.9,4,0,22.4,no,mobile,instagram,paid,23,FALSE,32.8,,0
L-02369,21/06/2026,29,T1,High School,1.3,3.81,4,7,62.5,no,laptop,school_partner,scholarship,9,Y,51.6,,1
L-00853,2026-04-10,15,,Bachelors,11.4,,7,8,67.7,no,Tablet,instagram,paid,7,Yes,89.4,requested extension,1
L-00591,2026-05-03,16,T3,Other,7.9,2.98,2,2,,TRUE,tablet,youtube,scholarship,0,No,,,0
L-02489,2026-02-08,21,1,High School,5.5,1.96,2,1,65.5,yes,laptop,friend,scholarship,18,no,56.0,,0
L-01426,2026-02-15,23,2,High School,5.2,0.0,2,1,16.1,Yes,mobile,instagram,paid,25,FALSE,50.8,n/a,0
L-00660,2026-03-01,21,,Master's,10.0,2.06,3,4,40.1,Y,mobile,friend,scholarship,11,FALSE,,,0
L-01998,2026-05-17,22,2,High School,12.2,5.19,5,3,72.4,FALSE,laptop,instagram,scholarship,28,No,53.1,asked about certificate,0
L-01486,2026-06-03,17,3,High School,11.8,4.0,0,2,36.5,No,desktop,ngo_outreach,free,39,no,,n/a,0
L-00687,2026-03-03,20,Tier 1,,10.4,,5,3,67.8,yes,phone,instagram,scholarship,16,TRUE,91.7,asked about certificate,1
L-00663,2026-01-24,24,2,Diploma,3.1,3.91,0,6,101.5,N,mobile,youtube,paid,33,N,,n/a,0
L-01990,2026-06-14,20,T2,Bachelors,5.0,1.17,6,2,40.1,Y,mobile,ngo_outreach,free,22,1,78.7,duplicate?  check,1
L-01167,2026-05-13,19,2,High School,7.0,4.03,5,6,44.4,TRUE,laptop,other,scholarship,14,yes,71.2,,1
L-01152,20-02-2026,19,tier-1,High School,12.0,1.99,2,2,40.4,TRUE,mobile,youtube,paid,2,yes,,asked about certificate,0
L-01192,2026-02-18,25,2,Masters,5.6,0.06,1,1,27.2,no,mobile,youtube,scholarship,21,N,54.2,,0
L-02697,2026-02-20,21,1,Diploma,7.3,4.11,8,2,49.2,No,laptop,school_partner,free,17,Yes,74.1,called on phone,1
L-02214,2026-01-24,20,T2,High School,11.6,4.77,7,11,81.4,FALSE,Tablet,school_partner,paid,28,Y,64.7,,1
L-01446,18-06-2026,25,1,Master's,9.2,4.3,8,2,64.1,1,PC,instagram,scholarship,23,TRUE,71.3,,1
L-02615,2026-06-06,18,2,High School,7.2,2.9,3,3,15.1,Yes,laptop,instagram,free,27,0,,duplicate?  check,0
L-00186,2026-04-21,30,3,Diploma,10.9,0.05,0,1,63.5,1,mobile,school_partner,scholarship,11,0,,called on phone,0
L-00392,2026-02-05,19,1,Bachelors,12.8,3.97,3,8,47.6,N,MOBILE,friend,paid,1,N,52.7,,0
L-00635,2026-03-13,20,3,Diploma,8.4,3.89,4,0,88.6,TRUE,mobile,ngo_outreach,free,25,Yes,88.6,,1
L-01151,2026-03-14,23,T2,B.Tech,5.6,3.95,4,5,59.6,yes,mobile,instagram,free,9,yes,79.6,,1
L-00927,2026-03-04,34,1,Masters,6.6,5.42,5,2,54.8,TRUE,notebook,youtube,free,8,No,,,0
L-00502,2026-03-15,19,3,highschool,7.9,,4,1,,0,desktop,instagram,free,16,0,36.4,,0
L-01464,2026-05-09,21,Tier 3,High School,12.8,4.53,5,4,,TRUE,mobile,instagram,free,19,yes,83.6,,1
L-02605,2026-03-21,25,2,high school,7.2,3.15,2,3,14.9,TRUE,Laptop,ngo_outreach,free,23,Y,87.0,,1
L-02275,2026-06-07,19,3,High School,3.5,2.76,2,1,2.7,No,mobile,instagram,paid,19,0,,,0
L-02202,2026-05-13,,2,High School,6.0,3.3,3,2,22.7,N,laptop,school_partner,free,1,Y,77.1,,1
L-00197,2026-04-11,19,1,High School,7.5,0.0,0,2,23.2,N,mobile,school_partner,scholarship,51,no,39.1,asked about certificate,0
L-01943,2026-01-04,26,,Diploma,7.6,,3,4,,No,mobile,instagram,free,31,no,,requested extension,0
L-00010,2026-05-25,16,3,High School,4.1,2.85,2,0,,No,mobile,friend,free,21,no,,,0
L-01004,24/02/2026,21,2,OTHER,7.4,4.78,6,2,74.6,Yes,mobile,friend,free,24,Yes,65.4,asked about certificate,1
L-00763,19-05-2026,19,3,Bachelors,7.0,2.07,2,8,13.9,,laptop,other,free,26,no,,,0
L-02008,05-06-2026,28,3,DIPLOMA,6.2,0.36,0,8,8.2,yes,mobile,friend,free,41,0,,n/a,0
L-01962,2026-04-24,19,tier-3,Bachelors,1.0,2.65,0,1,45.6,N,mobile,ngo_outreach,free,20,no,,n/a,0
L-01397,23-03-2026,21,3,Diploma,9.3,1.22,5,12,44.9,Y,ipad,school_partner,free,22,0,,asked about certificate,0
L-00916,2026-04-15,24,Tier 2,high school,12.5,4.49,4,0,34.4,0,PC,instagram,scholarship,30,Yes,67.1,,1
L-01655,2026-04-21,19,2,High School,12.7,4.15,7,3,43.2,FALSE,mobile,instagram,paid,4,yes,80.3,,1
L-02753,28-05-2026,27,2,highschool,6.4,1.61,1,2,72.9,N,mobile,school_partner,free,25,FALSE,,-,0
L-01623,2026-05-02,23,Tier 2,diploma,4.2,0.45,2,2,29.5,Y,mobile,youtube,free,27,0,,,0
L-00111,2026-05-28,28,Tier 2,Bachelors,5.4,2.16,2,3,33.1,yes,mobile,ngo_outreach,free,14,No,,n/a,0
L-00113,2026-03-24,19,3,Bachelors,8.0,1.24,5,5,22.4,No,desktop,school_partner,free,13,1,98.1,asked about certificate,1
L-00159,2026-02-07,20,1,Bachelors,7.1,2.04,2,7,7.6,TRUE,Laptop,instagram,scholarship,26,Y,80.5,,1
L-00734,03-03-2026,32,1,Diploma,5.0,1.27,7,2,27.8,0,mobile,instagram,free,17,Y,76.7,n/a,1
